"""Fiskál.rok/období"""0FISCPER:0FISCPER;"""Kapitola"""0FM_AREA:0FM_AREA;"""IČO"""ZC_UCJED__ZC_ICO:ZC_ICO;"""Účelový znak"""ZC_ZREUZ:ZC_ZREUZ;"""Kód územního celku"""ZC_LAU:ZC_LAU;"""Položka"""ZCMMT_ITM:ZCMMT_ITM;"""Skutečnost"""515ZXV8DTAJB414WHCVJQIBY1:ZU_ROZKZ
2025001;0317;66002222;17084;CZ0645;5321;236488.62 
2025001;0317;66002222;17084;CZ0646;5321;11362.52 
2025001;0317;66002222;17084;CZ071;5323;62882.35 
2025001;0317;66002222;17084;CZ0712;5321;30605.12 
2025001;0317;66002222;17084;CZ0802;5321;142238.20 
2025001;0317;66002222;17084;CZ0805;5321;569544.63 
2025001;0317;66002222;17084;CZ0806;5321;670414.65 
2025001;0317;66002222;17085;CZ0201;5321;364636.27 
2025001;0317;66002222;17085;CZ0205;5321;1683175.98 
2025001;0317;66002222;17085;CZ0206;5321;184027.91 
2025001;0317;66002222;17085;CZ0209;5321;299082.49 
2025001;0317;66002222;17085;CZ020A;5321;959002.91 
2025001;0317;66002222;17085;CZ031;5323;361604.61 
2025001;0317;66002222;17085;CZ0313;5321;52336.45 
2025001;0317;66002222;17085;CZ0315;5321;78504.67 
2025001;0317;66002222;17085;CZ0316;5321;44485.98 
2025001;0317;66002222;17085;CZ0321;5321;283248.18 
2025001;0317;66002222;17085;CZ0323;5321;1702312.27 
2025001;0317;66002222;17085;CZ0325;5321;447809.89 
2025001;0317;66002222;17085;CZ0423;5321;118833.20 
2025001;0317;66002222;17085;CZ0424;5321;1772682.15 
2025001;0317;66002222;17085;CZ051;5323;443145.13 
2025001;0317;66002222;17085;CZ0512;5321;7650800.52 
2025001;0317;66002222;17085;CZ0513;5321;527844.19 
2025001;0317;66002222;17085;CZ0522;5321;352260.53 
2025001;0317;66002222;17085;CZ0523;5321;70788.31 
2025001;0317;66002222;17085;CZ0525;5321;55693.75 
2025001;0317;66002222;17085;CZ0531;5321;357021.03 
2025001;0317;66002222;17085;CZ0532;5321;730988.05 
2025001;0317;66002222;17085;CZ0533;5321;2623117.45 
2025001;0317;66002222;17085;CZ0534;5321;239648.90 
2025001;0317;66002222;17085;CZ063;5323;62650.00 
2025001;0317;66002222;17085;CZ0631;5321;157009.34 
2025001;0317;66002222;17085;CZ0632;5321;1230372.34 
2025001;0317;66002222;17085;CZ0634;5321;421250.63 
2025001;0317;66002222;17085;CZ0635;5321;2003752.51 
2025001;0317;66002222;17085;CZ064;5323;187892.94 
2025001;0317;66002222;17085;CZ0641;5321;1956560.57 
2025001;0317;66002222;17085;CZ0643;5321;5142872.87 
2025001;0317;66002222;17085;CZ0645;5321;1261272.62 
2025001;0317;66002222;17085;CZ0646;5321;60600.11 
2025001;0317;66002222;17085;CZ071;5323;1069000.03 
2025001;0317;66002222;17085;CZ0712;5321;1130236.51 
2025001;0317;66002222;17085;CZ0712;5329;116434.13 
2025001;0317;66002222;17085;CZ0714;5321;1122997.11 
2025001;0317;66002222;17085;CZ0715;5321;766027.79 
2025001;0317;66002222;17085;CZ072;5323;2201807.57 
2025001;0317;66002222;17085;CZ0723;5321;314580.52 
2025001;0317;66002222;17085;CZ0724;5321;693178.82 
2025001;0317;66002222;17085;CZ0801;5321;404946.15 
2025001;0317;66002222;17085;CZ0802;5321;3248651.84 
2025001;0317;66002222;17085;CZ0803;5321;401750.25 
2025001;0317;66002222;17085;CZ0804;5321;391968.61 
2025001;0317;66002222;17085;CZ0805;5321;12043865.07 
2025001;0317;66002222;17085;CZ0806;5321;11397048.97 
2025001;0317;66002222;17518;CZ0201;6341;310271.28 
2025001;0317;66002222;17518;CZ0205;6341;2428918.20 
2025001;0317;66002222;17518;CZ0206;6341;439226.01 
2025001;0317;66002222;17518;CZ0209;6341;915558.65 
2025001;0317;66002222;17518;CZ020A;6341;326111.45 
2025001;0317;66002222;17518;CZ031;6342;633130.15 
2025001;0317;66002222;17518;CZ0313;6341;140186.92 
2025001;0317;66002222;17518;CZ0315;6341;210280.37 
2025001;0317;66002222;17518;CZ0316;6341;119158.88 
2025001;0317;66002222;17518;CZ0321;6341;758700.49 
2025001;0317;66002222;17518;CZ0323;6341;441888.61 
2025001;0317;66002222;17518;CZ0325;6341;1827795.51 
2025001;0317;66002222;17518;CZ051;6342;372390.87 
2025001;0317;66002222;17518;CZ0512;6341;854767.17 
2025001;0317;66002222;17518;CZ0513;6341;443566.56 
2025001;0317;66002222;17518;CZ0522;6341;204780.70 
2025001;0317;66002222;17518;CZ0531;6341;217554.83 
2025001;0317;66002222;17518;CZ0532;6341;417669.02 
2025001;0317;66002222;17518;CZ063;6342;2160559.55 
2025001;0317;66002222;17518;CZ0631;6341;420560.75 
2025001;0317;66002222;17518;CZ0632;6341;3749300.26 
2025001;0317;66002222;17518;CZ0634;6341;1289542.78 
2025001;0317;66002222;17518;CZ0635;6341;147936.50 
2025001;0317;66002222;17518;CZ064;6342;766909.97 
2025001;0317;66002222;17518;CZ0641;6341;305675.30 
2025001;0317;66002222;17518;CZ0643;6341;5674084.52 
2025001;0317;66002222;17518;CZ0645;6341;958167.51 
2025001;0317;66002222;17518;CZ0646;6341;162321.73 
2025001;0317;66002222;17518;CZ071;6342;229561.55 
2025001;0317;66002222;17518;CZ0712;6341;437215.94 
2025001;0317;66002222;17518;CZ0802;6341;851762.08 
2025001;0317;66002222;17518;CZ0805;6341;2331966.95 
2025001;0317;66002222;17518;CZ0806;6341;481050.66 
2025001;0317;66002222;17519;CZ0201;6341;1447932.64 
2025001;0317;66002222;17519;CZ0205;6341;11521867.47 
2025001;0317;66002222;17519;CZ0206;6341;2049721.37 
2025001;0317;66002222;17519;CZ0209;6341;4272607.03 
2025001;0317;66002222;17519;CZ020A;6341;1404560.92 
2025001;0317;66002222;17519;CZ031;6342;2215955.51 
2025001;0317;66002222;17519;CZ0313;6341;747663.55 
2025001;0317;66002222;17519;CZ0315;6341;1121495.33 
2025001;0317;66002222;17519;CZ0316;6341;635514.02 
2025001;0317;66002222;17519;CZ0321;6341;4046402.62 
2025001;0317;66002222;17519;CZ0323;6341;2062146.83 
2025001;0317;66002222;17519;CZ0325;6341;6397284.28 
2025001;0317;66002222;17519;CZ0423;6341;1697617.17 
2025001;0317;66002222;17519;CZ0424;6341;2739817.84 
2025001;0317;66002222;17519;CZ051;6342;6330644.73 
2025001;0317;66002222;17519;CZ0512;6341;14531041.92 
2025001;0317;66002222;17519;CZ0513;6341;7540631.45 
2025001;0317;66002222;17519;CZ0522;6341;5032293.43 
2025001;0317;66002222;17519;CZ0523;6341;1011261.68 
2025001;0317;66002222;17519;CZ0525;6341;795625.00 
2025001;0317;66002222;17519;CZ0531;6341;5100300.48 
2025001;0317;66002222;17519;CZ0532;6341;10442686.53 
2025001;0317;66002222;17519;CZ0533;6341;7085247.25 
2025001;0317;66002222;17519;CZ0534;6341;3423555.74 
2025001;0317;66002222;17519;CZ063;6342;10082611.25 
2025001;0317;66002222;17519;CZ0631;6341;2242990.66 
2025001;0317;66002222;17519;CZ0632;6341;13577471.34 
2025001;0317;66002222;17519;CZ0634;6341;6017866.30 
2025001;0317;66002222;17519;CZ0635;6341;788994.64 
2025001;0317;66002222;17519;CZ064;6342;2684184.90 
2025001;0317;66002222;17519;CZ0641;6341;1630268.26 
2025001;0317;66002222;17519;CZ0643;6341;25590750.42 
2025001;0317;66002222;17519;CZ0645;6341;5110226.72 
2025001;0317;66002222;17519;CZ0646;6341;865715.89 
2025001;0317;66002222;17519;CZ071;6342;3902546.34 
2025001;0317;66002222;17519;CZ0712;6341;10826128.70 
2025001;0317;66002222;17519;CZ0712;6349;1663344.67 
2025001;0317;66002222;17519;CZ0714;6341;273124.98 
2025001;0317;66002222;17519;CZ0715;6341;2211338.38 
2025001;0317;66002222;17519;CZ072;6342;31454393.96 
2025001;0317;66002222;17519;CZ0723;6341;4494007.60 
2025001;0317;66002222;17519;CZ0724;6341;9902554.74 
2025001;0317;66002222;17519;CZ0802;6341;26345704.35 
2025001;0317;66002222;17519;CZ0804;6341;5599551.57 
2025001;0317;66002222;17519;CZ0805;6341;58019081.63 
2025001;0317;66002222;17519;CZ0806;6341;8177861.24 
2025001;0333;00022985;33053;CZ0209;5329;0.00 
2025001;0333;00022985;33053;CZ020A;5329;0.00 
2025001;0333;00022985;33090;CZ0802;5321;0.00 
2025001;0333;00022985;33091;CZ020;5323;10200000.00 
2025001;0333;00022985;33091;CZ042;5323;0.00 
2025001;0333;00022985;33091;CZ063;5323;0.00 
2025001;0333;00022985;33091;CZ071;5323;5950000.00 
2025001;0333;00022985;33092;CZ0100;5321;7286329.17 
2025001;0333;00022985;33092;CZ020;5323;0.00 
2025001;0333;00022985;33092;CZ0201;5321;0.00 
2025001;0333;00022985;33092;CZ0202;5321;0.00 
2025001;0333;00022985;33092;CZ0203;5321;0.00 
2025001;0333;00022985;33092;CZ0204;5321;0.00 
2025001;0333;00022985;33092;CZ0205;5321;0.00 
2025001;0333;00022985;33092;CZ0206;5321;0.00 
2025001;0333;00022985;33092;CZ0207;5321;0.00 
2025001;0333;00022985;33092;CZ0208;5321;0.00 
2025001;0333;00022985;33092;CZ0209;5321;0.00 
2025001;0333;00022985;33092;CZ020A;5321;0.00 
2025001;0333;00022985;33092;CZ020B;5321;0.00 
2025001;0333;00022985;33092;CZ020C;5321;0.00 
2025001;0333;00022985;33092;CZ031;5323;0.00 
2025001;0333;00022985;33092;CZ0311;5321;0.00 
2025001;0333;00022985;33092;CZ0312;5321;0.00 
2025001;0333;00022985;33092;CZ0313;5321;0.00 
2025001;0333;00022985;33092;CZ0314;5321;0.00 
2025001;0333;00022985;33092;CZ0315;5321;0.00 
2025001;0333;00022985;33092;CZ0316;5321;0.00 
2025001;0333;00022985;33092;CZ0317;5321;0.00 
2025001;0333;00022985;33092;CZ032;5323;0.00 
2025001;0333;00022985;33092;CZ0321;5321;0.00 
2025001;0333;00022985;33092;CZ0322;5321;0.00 
2025001;0333;00022985;33092;CZ0323;5321;0.00 
2025001;0333;00022985;33092;CZ0324;5321;0.00 
2025001;0333;00022985;33092;CZ0325;5321;0.00 
2025001;0333;00022985;33092;CZ0326;5321;0.00 
2025001;0333;00022985;33092;CZ0327;5321;0.00 
2025001;0333;00022985;33092;CZ041;5323;0.00 
2025001;0333;00022985;33092;CZ0411;5321;0.00 
2025001;0333;00022985;33092;CZ0412;5321;0.00 
2025001;0333;00022985;33092;CZ0413;5321;0.00 
2025001;0333;00022985;33092;CZ042;5323;0.00 
2025001;0333;00022985;33092;CZ0421;5321;0.00 
2025001;0333;00022985;33092;CZ0422;5321;0.00 
2025001;0333;00022985;33092;CZ0423;5321;0.00 
2025001;0333;00022985;33092;CZ0424;5321;0.00 
2025001;0333;00022985;33092;CZ0425;5321;0.00 
2025001;0333;00022985;33092;CZ0426;5321;0.00 
2025001;0333;00022985;33092;CZ0427;5321;0.00 
2025001;0333;00022985;33092;CZ0511;5321;0.00 
2025001;0333;00022985;33092;CZ0512;5321;0.00 
2025001;0333;00022985;33092;CZ0513;5321;0.00 
2025001;0333;00022985;33092;CZ0514;5321;0.00 
2025001;0333;00022985;33092;CZ052;5323;0.00 
2025001;0333;00022985;33092;CZ0521;5321;0.00 
2025001;0333;00022985;33092;CZ0522;5321;0.00 
2025001;0333;00022985;33092;CZ0523;5321;0.00 
2025001;0333;00022985;33092;CZ0524;5321;0.00 
2025001;0333;00022985;33092;CZ0525;5321;0.00 
2025001;0333;00022985;33092;CZ0525;5329;2460500.00 
2025001;0333;00022985;33092;CZ053;5323;0.00 
2025001;0333;00022985;33092;CZ0531;5321;0.00 
2025001;0333;00022985;33092;CZ0532;5321;0.00 
2025001;0333;00022985;33092;CZ0533;5321;0.00 
2025001;0333;00022985;33092;CZ0534;5321;0.00 
2025001;0333;00022985;33092;CZ063;5323;0.00 
2025001;0333;00022985;33092;CZ0631;5321;0.00 
2025001;0333;00022985;33092;CZ0632;5321;0.00 
2025001;0333;00022985;33092;CZ0633;5321;0.00 
2025001;0333;00022985;33092;CZ0634;5321;0.00 
2025001;0333;00022985;33092;CZ0635;5321;0.00 
2025001;0333;00022985;33092;CZ064;5323;0.00 
2025001;0333;00022985;33092;CZ0641;5321;0.00 
2025001;0333;00022985;33092;CZ0642;5321;0.00 
2025001;0333;00022985;33092;CZ0643;5321;0.00 
2025001;0333;00022985;33092;CZ0643;5329;0.00 
2025001;0333;00022985;33092;CZ0644;5321;0.00 
2025001;0333;00022985;33092;CZ0645;5321;0.00 
2025001;0333;00022985;33092;CZ0646;5321;0.00 
2025001;0333;00022985;33092;CZ0647;5321;1615000.00 
2025001;0333;00022985;33092;CZ071;5323;0.00 
2025001;0333;00022985;33092;CZ0711;5321;0.00 
2025001;0333;00022985;33092;CZ0712;5321;0.00 
2025001;0333;00022985;33092;CZ0713;5321;0.00 
2025001;0333;00022985;33092;CZ0714;5321;0.00 
2025001;0333;00022985;33092;CZ0715;5321;0.00 
2025001;0333;00022985;33092;CZ0715;5329;0.00 
2025001;0333;00022985;33092;CZ072;5323;0.00 
2025001;0333;00022985;33092;CZ0721;5321;0.00 
2025001;0333;00022985;33092;CZ0722;5321;0.00 
2025001;0333;00022985;33092;CZ0723;5321;0.00 
2025001;0333;00022985;33092;CZ0723;5329;0.00 
2025001;0333;00022985;33092;CZ0724;5321;0.00 
2025001;0333;00022985;33092;CZ080;5323;0.00 
2025001;0333;00022985;33092;CZ0801;5321;0.00 
2025001;0333;00022985;33092;CZ0802;5321;0.00 
2025001;0333;00022985;33092;CZ0803;5321;0.00 
2025001;0333;00022985;33092;CZ0804;5321;0.00 
2025001;0333;00022985;33092;CZ0805;5321;0.00 
2025001;0333;00022985;33092;CZ0806;5321;4885736.34 
2025001;0333;00022985;33093;CZ0203;5321;125320.00 
2025001;0333;00022985;33093;CZ0315;5321;0.00 
2025001;0333;00022985;33093;CZ0327;5321;0.00 
2025001;0333;00022985;33093;CZ0411;5321;0.00 
2025001;0333;00022985;33093;CZ0413;5321;0.00 
2025001;0333;00022985;33093;CZ042;5323;0.00 
2025001;0333;00022985;33093;CZ0421;5321;0.00 
2025001;0333;00022985;33093;CZ0422;5321;0.00 
2025001;0333;00022985;33093;CZ0425;5321;0.00 
2025001;0333;00022985;33093;CZ0426;5321;0.00 
2025001;0333;00022985;33093;CZ0511;5321;0.00 
2025001;0333;00022985;33093;CZ0512;5321;0.00 
2025001;0333;00022985;33093;CZ0513;5321;0.00 
2025001;0333;00022985;33093;CZ0523;5321;0.00 
2025001;0333;00022985;33093;CZ0533;5321;0.00 
2025001;0333;00022985;33093;CZ0632;5321;0.00 
2025001;0333;00022985;33093;CZ064;5323;0.00 
2025001;0333;00022985;33093;CZ080;5323;0.00 
2025001;0333;00022985;33093;CZ0803;5321;0.00 
2025001;0333;00022985;33093;CZ0806;5321;0.00 
2025001;0333;00022985;33155;CZ0100;5321;1045170186.00 
2025001;0333;00022985;33155;CZ020;5323;516042940.00 
2025001;0333;00022985;33155;CZ031;5323;140059293.00 
2025001;0333;00022985;33155;CZ032;5323;117500000.00 
2025001;0333;00022985;33155;CZ041;5323;63365495.00 
2025001;0333;00022985;33155;CZ042;5323;225809336.00 
2025001;0333;00022985;33155;CZ051;5323;94783291.00 
2025001;0333;00022985;33155;CZ052;5323;172064790.00 
2025001;0333;00022985;33155;CZ053;5323;142352372.00 
2025001;0333;00022985;33155;CZ063;5323;115023768.00 
2025001;0333;00022985;33155;CZ064;5323;323349000.00 
2025001;0333;00022985;33155;CZ071;5323;202700000.00 
2025001;0333;00022985;33155;CZ072;5323;167686628.00 
2025001;0333;00022985;33155;CZ080;5323;414295628.00 
2025001;0333;00022985;33166;CZ0100;5321;2028743.00 
2025001;0333;00022985;33166;CZ020;5323;2017006.00 
2025001;0333;00022985;33166;CZ031;5323;933990.00 
2025001;0333;00022985;33166;CZ032;5323;833795.00 
2025001;0333;00022985;33166;CZ041;5323;381631.00 
2025001;0333;00022985;33166;CZ051;5323;637111.00 
2025001;0333;00022985;33166;CZ052;5323;795578.00 
2025001;0333;00022985;33166;CZ053;5323;761768.00 
2025001;0333;00022985;33166;CZ064;5323;1704300.00 
2025001;0333;00022985;33353;CZ0100;5321;3785504334.00 
2025001;0333;00022985;33353;CZ020;5323;4372518573.00 
2025001;0333;00022985;33353;CZ031;5323;2111864422.00 
2025001;0333;00022985;33353;CZ032;5323;1854508510.00 
2025001;0333;00022985;33353;CZ041;5323;886362330.00 
2025001;0333;00022985;33353;CZ042;5323;2534544726.00 
2025001;0333;00022985;33353;CZ051;5323;1420620113.00 
2025001;0333;00022985;33353;CZ052;5323;1819654386.00 
2025001;0333;00022985;33353;CZ053;5323;1768177060.00 
2025001;0333;00022985;33353;CZ063;5323;1637836860.00 
2025001;0333;00022985;33353;CZ064;5323;3808992653.00 
2025001;0333;00022985;33353;CZ071;5323;2107417094.00 
2025001;0333;00022985;33353;CZ072;5323;1840213756.00 
2025001;0333;00022985;33353;CZ080;5323;3549222079.00 
2025001;0333;00022985;33504;CZ0806;6341;0.00 
2025001;0333;00022985;33966;CZ0209;6349;0.00 
2025001;0333;00022985;33966;CZ020A;6349;0.00 
2025001;0335;00024341;35018;CZ0100;5321;3000000.00 
2025001;0335;00024341;35018;CZ020;5323;2000000.00 
2025001;0335;00024341;35018;CZ031;5323;2200000.00 
2025001;0335;00024341;35018;CZ032;5323;2000000.00 
2025001;0335;00024341;35018;CZ042;5323;2000000.00 
2025001;0335;00024341;35018;CZ051;5323;1577548.00 
2025001;0335;00024341;35018;CZ052;5323;1900000.00 
2025001;0335;00024341;35018;CZ064;5323;4290000.00 
2025001;0335;00024341;35018;CZ071;5323;2201500.00 
2025001;0398;00006947;98035;CZ0412;5321;1500000.00 
2025001;0398;00006947;98045;CZ0100;5321;112100.00 
2025001;0398;00006947;98045;CZ020;5323;1017100.00 
2025001;0398;00006947;98045;CZ031;5323;733600.00 
2025001;0398;00006947;98045;CZ032;5323;616700.00 
2025001;0398;00006947;98045;CZ041;5323;828450.00 
2025001;0398;00006947;98045;CZ051;5323;223150.00 
2025001;0398;00006947;98045;CZ052;5323;298250.00 
2025001;0398;00006947;98045;CZ053;5323;448100.00 
2025001;0398;00006947;98045;CZ063;5323;386450.00 
2025001;0398;00006947;98045;CZ064;5323;1027800.00 
2025001;0398;00006947;98045;CZ071;5323;555800.00 
2025001;0398;00006947;98045;CZ072;5323;249550.00 
2025001;0398;00006947;98045;CZ080;5323;714800.00 
2025001;0398;00006947;98071;CZ064;5323;30000.00 
2025001;0398;00006947;98071;CZ0642;5321;6096000.00 
