"""Fiskální rok/období"""FISCPER:0FISCPER;"""Kapitola"""FM_AREA:0FM_AREA;"""Prur. a spec. ukazat"""/BIC/ZC_PSUK:ZC_PSUK;"""Schválený rozpočet 0"""KYF_0001:ZU_ROZSCH;"""Rozpočet po změnách 0"""KYF_0002:ZU_ROZPZM;"""Konečný rozpočet 0"""KYF_0003:ZU_KROZP;"""Skutečnost 0"""KYF_0004:ZU_ROZKZ;"""Mimorozpočtové prostředky"""KYF_0005:ZU_ROZKZ;"""Čerpání nároků z nespotřebovaných výdajů"""KYF_0006:ZU_ROZKZ
2025001;0361;SU1010000000;0.00 ;0.00 ;0.00 ;9000.00 ;0.00 ;0.00 
2025001;0361;SU1030000000;262250.00 ;262250.00 ;0.00 ;90534.07 ;0.00 ;0.00 
2025001;0361;SU1030010000;262250.00 ;262250.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0361;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0361;SU1030040000;0.00 ;0.00 ;0.00 ;90534.07 ;0.00 ;0.00 
2025001;0361;SU5010000000;7952432643.00 ;7952432643.00 ;7954169906.11 ;1792129671.23 ;0.00 ;0.00 
0000000;0361;SU5020000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0362;PU10010000;58785983.00 ;58785983.00 ;58785983.00 ;0.00 ;0.00 ;0.00 
2025001;0362;PU10020000;19869661.00 ;19869661.00 ;19869661.00 ;0.00 ;0.00 ;0.00 
2025001;0362;PU10030000;508112.00 ;508112.00 ;508112.00 ;0.00 ;0.00 ;0.00 
0000000;0362;PU10050000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0362;PU10060000;6272706.00 ;6272706.00 ;6272706.00 ;0.00 ;0.00 ;0.00 
0000000;0362;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0362;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0362;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0362;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0362;PU10230000;1340000000.00 ;1340000000.00 ;1340000000.00 ;7520150.00 ;0.00 ;0.00 
2025001;0362;PU10240000;44538477.00 ;44538477.00 ;44538477.00 ;0.00 ;0.00 ;0.00 
0000000;0362;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0362;SU1030000000;8000000.00 ;8000000.00 ;0.00 ;4650.00 ;0.00 ;0.00 
0000000;0362;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0362;SU1030040000;8000000.00 ;8000000.00 ;0.00 ;4650.00 ;0.00 ;0.00 
2025001;0362;SU5010000000;172301945.00 ;172301945.00 ;172301945.00 ;11799721.03 ;0.00 ;0.00 
2025001;0362;SU5020000000;7736693798.00 ;7736693798.00 ;7736693798.00 ;0.00 ;0.00 ;0.00 
2025001;0362;SU5020010000;4916693798.00 ;4916693798.00 ;4916693798.00 ;0.00 ;0.00 ;0.00 
2025001;0362;SU5020020000;2283000000.00 ;2283000000.00 ;2283000000.00 ;0.00 ;0.00 ;0.00 
2025001;0362;SU5020030000;537000000.00 ;537000000.00 ;537000000.00 ;0.00 ;0.00 ;0.00 
2025001;0364;PU10010000;365737994.00 ;366802034.00 ;366802034.00 ;21120.00 ;0.00 ;0.00 
2025001;0364;PU10020000;123450443.00 ;123810089.00 ;123810089.00 ;10559.00 ;0.00 ;0.00 
2025001;0364;PU10030000;3031610.00 ;3042251.00 ;3042251.00 ;141.00 ;0.00 ;0.00 
0000000;0364;PU10050000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0364;PU10060000;57540046.00 ;57540046.00 ;57540046.00 ;70.00 ;0.00 ;0.00 
0000000;0364;PU10080000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10080100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10080101;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10090000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10110000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0364;PU10200000;731690865.00 ;731690865.00 ;731713503.00 ;2823797.49 ;0.00 ;0.00 
2025001;0364;PU10200100;89000000.00 ;89000000.00 ;89022638.00 ;512718.56 ;0.00 ;0.00 
2025001;0364;PU10200200;642690865.00 ;642690865.00 ;642690865.00 ;2311078.93 ;0.00 ;0.00 
0000000;0364;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0364;PU10230000;928227522.00 ;958227522.00 ;958227522.00 ;1945227.38 ;0.00 ;0.00 
2025001;0364;PU10240000;233654143.00 ;234718183.00 ;234718183.00 ;14030.00 ;0.00 ;0.00 
0000000;0364;PU10250000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0364;SU1010000000;500000.00 ;500000.00 ;0.00 ;500.00 ;0.00 ;0.00 
2025001;0364;SU1030000000;642690865.00 ;642690865.00 ;0.00 ;2000.00 ;0.00 ;0.00 
2025001;0364;SU1030010000;642690865.00 ;642690865.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0364;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0364;SU1030040000;0.00 ;0.00 ;0.00 ;2000.00 ;0.00 ;0.00 
2025001;0364;SU5010000000;2866913683.00 ;3452023310.00 ;3452045948.00 ;66229045.76 ;0.00 ;0.00 
2025001;0371;PU10010000;19462623.00 ;19462623.00 ;19462623.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10020000;6578366.00 ;6578366.00 ;6578366.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10030000;187625.00 ;187625.00 ;187625.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10050000;8690400.00 ;8690400.00 ;8690400.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10060000;1904467.00 ;1904467.00 ;1904467.00 ;0.00 ;0.00 ;0.00 
0000000;0371;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0371;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0371;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0371;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10230000;6589400.00 ;6589400.00 ;6589400.00 ;0.00 ;0.00 ;0.00 
2025001;0371;PU10240000;8167756.00 ;8167756.00 ;8167756.00 ;0.00 ;0.00 ;0.00 
0000000;0371;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0371;SU1030000000;35000.00 ;35000.00 ;0.00 ;8753.26 ;0.00 ;0.00 
0000000;0371;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0371;SU1030040000;35000.00 ;35000.00 ;0.00 ;8753.26 ;0.00 ;0.00 
2025001;0371;SU5010000000;35406388.00 ;35406388.00 ;35406388.00 ;621983.87 ;0.00 ;0.00 
2025001;0372;PU10010000;48661592.00 ;48661592.00 ;48661592.00 ;12000.00 ;0.00 ;0.00 
2025001;0372;PU10020000;16447618.00 ;16447618.00 ;16447618.00 ;0.00 ;0.00 ;0.00 
2025001;0372;PU10030000;284727.00 ;284727.00 ;284727.00 ;0.00 ;0.00 ;0.00 
2025001;0372;PU10060000;1995276.00 ;1995276.00 ;1995276.00 ;4000.00 ;0.00 ;0.00 
0000000;0372;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0372;PU10230000;2900000.00 ;2900000.00 ;2900000.00 ;0.00 ;0.00 ;0.00 
2025001;0372;PU10240000;26477420.00 ;26477420.00 ;26477420.00 ;8000.00 ;0.00 ;0.00 
2025001;0372;SU1010000000;3000000.00 ;3000000.00 ;0.00 ;295000.00 ;0.00 ;0.00 
2025001;0372;SU1030000000;300000.00 ;300000.00 ;0.00 ;146535.44 ;0.00 ;0.00 
2025001;0372;SU1030040000;300000.00 ;300000.00 ;0.00 ;146535.44 ;0.00 ;0.00 
2025001;0372;SU5010000000;81771808.00 ;81771808.00 ;81771808.00 ;924167.86 ;0.00 ;0.00 
2025001;0374;PU10010000;215014318.00 ;215014318.00 ;215014318.00 ;0.00 ;0.00 ;0.00 
2025001;0374;PU10020000;72674840.00 ;72674840.00 ;72674840.00 ;0.00 ;0.00 ;0.00 
2025001;0374;PU10030000;2136567.00 ;2136567.00 ;2136567.00 ;534141.00 ;0.00 ;0.00 
2025001;0374;PU10060000;119097220.00 ;119097220.00 ;119097220.00 ;0.00 ;0.00 ;0.00 
2025001;0374;PU10180000;3877215018.00 ;3877654676.00 ;7006208660.08 ;291389641.85 ;0.00 ;118060.38 
0000000;0374;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0374;PU10230000;233000000.00 ;233000000.00 ;643024731.62 ;48000.00 ;0.00 ;0.00 
2025001;0374;PU10240000;94559569.00 ;94559569.00 ;94559569.00 ;0.00 ;0.00 ;0.00 
2025001;0374;PU10250000;4072270018.00 ;4072709676.00 ;7221467507.32 ;295509206.15 ;0.00 ;118060.38 
0000000;0374;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0374;SU1030000000;40000000.00 ;40000000.00 ;0.00 ;19087813.89 ;0.00 ;0.00 
0000000;0374;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0374;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0374;SU1030040000;40000000.00 ;40000000.00 ;0.00 ;19087813.89 ;0.00 ;0.00 
2025001;0374;SU5010000000;3877215018.00 ;3877654676.00 ;7006208660.08 ;291389641.85 ;0.00 ;118060.38 
2025001;0374;SU5020000000;195055000.00 ;195055000.00 ;215258847.24 ;4119564.30 ;0.00 ;0.00 
2025001;0375;PU10010000;170611915.00 ;170611915.00 ;170611915.00 ;0.00 ;0.00 ;0.00 
2025001;0375;PU10020000;57666829.00 ;57666829.00 ;57666829.00 ;0.00 ;0.00 ;0.00 
2025001;0375;PU10030000;1696120.00 ;1696120.00 ;1696120.00 ;0.00 ;0.00 ;0.00 
2025001;0375;PU10060000;15056579.00 ;15056579.00 ;15056579.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10080000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10080100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10080101;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10080102;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10080200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10090000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10140000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0375;PU10180000;5300000.00 ;5300000.00 ;5300000.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10220000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10220100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10220200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0375;PU10230000;252828108.00 ;252828108.00 ;252828108.00 ;7469489.71 ;0.00 ;0.00 
2025001;0375;PU10240000;153554636.00 ;153554636.00 ;153554636.00 ;0.00 ;0.00 ;0.00 
0000000;0375;PU10250000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0375;SU1010000000;234961000.00 ;234961000.00 ;0.00 ;234529250.00 ;0.00 ;0.00 
2025001;0375;SU1030000000;700000.00 ;700000.00 ;0.00 ;172709.50 ;0.00 ;0.00 
0000000;0375;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0375;SU1030030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0375;SU1030040000;700000.00 ;700000.00 ;0.00 ;172709.50 ;0.00 ;0.00 
2025001;0375;SU5010000000;544862594.00 ;544862594.00 ;544862594.00 ;10786208.51 ;0.00 ;0.00 
2025001;0376;PU10010000;282763210.00 ;282763210.00 ;282763210.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10020000;95156872.00 ;95156872.00 ;95156872.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10030000;2806842.00 ;2806842.00 ;2806842.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10040000;249902768.00 ;249902768.00 ;249902768.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10060000;30781402.00 ;30781402.00 ;30781402.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10140000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0376;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0376;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0376;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0376;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0376;PU10230000;28464000.00 ;28464000.00 ;28464000.00 ;0.00 ;0.00 ;0.00 
0000000;0376;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0376;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0376;SU1020000000;80105952.00 ;80105952.00 ;0.00 ;5424592.00 ;0.00 ;0.00 
2025001;0376;SU1020010000;70601000.00 ;70601000.00 ;0.00 ;4797384.00 ;0.00 ;0.00 
2025001;0376;SU1020020000;9504952.00 ;9504952.00 ;0.00 ;627208.00 ;0.00 ;0.00 
2025001;0376;SU1030000000;380000.00 ;380000.00 ;0.00 ;32270.46 ;0.00 ;0.00 
0000000;0376;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0376;SU1030040000;380000.00 ;380000.00 ;0.00 ;32270.46 ;0.00 ;0.00 
2025001;0376;SU5010000000;460615271.00 ;460615271.00 ;460615271.00 ;3136027.31 ;0.00 ;0.00 
2025001;0376;SU5020000000;114663671.00 ;114663671.00 ;114663671.00 ;0.00 ;0.00 ;0.00 
2025001;0377;PU10010000;98095468.00 ;98095468.00 ;98118406.00 ;604764.00 ;0.00 ;12791.00 
2025001;0377;PU10020000;33156268.00 ;33156268.00 ;33156268.00 ;202599.00 ;0.00 ;3431.00-
2025001;0377;PU10030000;885717.00 ;885717.00 ;885717.00 ;5764.00 ;0.00 ;104.29-
2025001;0377;PU10060000;88571633.00 ;88571633.00 ;88571633.00 ;581826.00 ;0.00 ;10147.00-
2025001;0377;PU10080000;6656635225.00 ;6656635225.00 ;6656728648.00 ;295313023.23 ;0.00 ;79740.71 
2025001;0377;PU10080100;5539006238.00 ;5539006238.00 ;5539009678.70 ;294432145.60 ;0.00 ;1388.36 
2025001;0377;PU10080101;203058020.00 ;203058020.00 ;203061460.70 ;6829962.98 ;0.00 ;1388.36 
2025001;0377;PU10080102;5335948218.00 ;5335948218.00 ;5335948218.00 ;287602182.62 ;0.00 ;0.00 
2025001;0377;PU10080200;1117628987.00 ;1117628987.00 ;1117718969.30 ;880877.63 ;0.00 ;78352.35 
2025001;0377;PU10090000;5335948218.00 ;5335948218.00 ;5335948218.00 ;287602182.62 ;0.00 ;0.00 
2025001;0377;PU10200000;1117343104.00 ;1117343104.00 ;1117343104.00 ;332057.00 ;0.00 ;0.00 
2025001;0377;PU10200100;1740075.00 ;1740075.00 ;1740075.00 ;0.00 ;0.00 ;0.00 
2025001;0377;PU10200200;1115603029.00 ;1115603029.00 ;1115603029.00 ;332057.00 ;0.00 ;0.00 
2025001;0377;PU10220000;2289421.00 ;2289421.00 ;2382844.00 ;625071.59 ;0.00 ;79740.71 
2025001;0377;PU10220100;263463.00 ;263463.00 ;266903.70 ;76250.96 ;0.00 ;1388.36 
2025001;0377;PU10220200;2025958.00 ;2025958.00 ;2115940.30 ;548820.63 ;0.00 ;78352.35 
0000000;0377;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0377;PU10250000;100000000.00 ;100000000.00 ;100000000.00 ;0.00 ;0.00 ;0.00 
0000000;0377;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0377;SU1030000000;1117628987.00 ;1117628987.00 ;0.00 ;6324510.37 ;0.00 ;0.00 
2025001;0377;SU1030010000;1115603029.00 ;1115603029.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0377;SU1030030000;2025958.00 ;2025958.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0377;SU1030040000;0.00 ;0.00 ;0.00 ;6324510.37 ;0.00 ;0.00 
2025001;0377;SU5010000000;219511330.00 ;219511330.00 ;219534268.00 ;7640355.61 ;0.00 ;9255.71 
2025001;0377;SU5020000000;6437123895.00 ;6437123895.00 ;6437194380.00 ;287672667.62 ;0.00 ;70485.00 
2025001;0378;PU10010000;259183747.00 ;259183747.00 ;262132342.96 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10020000;87604106.00 ;87604106.00 ;88348664.00 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10030000;2583801.00 ;2583801.00 ;2608053.47 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10060000;258380099.00 ;258380099.00 ;258892134.04 ;0.00 ;0.00 ;0.00 
0000000;0378;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10200000;42115115.00 ;42115115.00 ;103046591.28 ;92831.20 ;0.00 ;0.00 
2025001;0378;PU10200100;13152040.00 ;13152040.00 ;15618217.98 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10200200;28963075.00 ;28963075.00 ;87428373.30 ;92831.20 ;0.00 ;0.00 
2025001;0378;PU10230000;117628924.00 ;117628924.00 ;178833271.17 ;471340.98 ;0.00 ;0.00 
0000000;0378;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0378;PU10250000;678826085.00 ;678826085.00 ;805002005.53 ;19858265.35 ;0.00 ;0.00 
2025001;0378;SU1010000000;75000.00 ;75000.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0378;SU1030000000;29363075.00 ;29363075.00 ;0.00 ;136322.02 ;0.00 ;0.00 
2025001;0378;SU1030010000;28963075.00 ;28963075.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0378;SU1030040000;400000.00 ;400000.00 ;0.00 ;136322.02 ;0.00 ;0.00 
2025001;0378;SU5010000000;678826085.00 ;678826085.00 ;805002005.53 ;19858265.35 ;0.00 ;0.00 
2025001;0381;PU10010000;387824536.00 ;387824536.00 ;387824536.00 ;0.00 ;0.00 ;0.00 
2025001;0381;PU10020000;131084693.00 ;131084693.00 ;131084693.00 ;0.00 ;0.00 ;0.00 
2025001;0381;PU10030000;3505805.00 ;3505805.00 ;3505805.00 ;0.00 ;0.00 ;0.00 
2025001;0381;PU10060000;350580542.00 ;350580542.00 ;350580542.00 ;0.00 ;0.00 ;0.00 
0000000;0381;PU10180000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0381;PU10200000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0381;PU10200100;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0381;PU10200200;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0381;PU10230000;27500000.00 ;27500000.00 ;27500000.00 ;0.00 ;0.00 ;0.00 
0000000;0381;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0381;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0381;SU1030000000;964000.00 ;964000.00 ;0.00 ;676658.61 ;0.00 ;0.00 
0000000;0381;SU1030010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0381;SU1030040000;964000.00 ;964000.00 ;0.00 ;676658.61 ;0.00 ;0.00 
2025001;0381;SU5010000000;648573450.00 ;648573450.00 ;648573450.00 ;5893717.24 ;0.00 ;0.00 
2025001;0396;FU10030000;7391990186.00-;7391990186.00-;0.00 ;335105741.46-;0.00 ;0.00 
2025001;0396;FU10040000;248391990186.00 ;248391990186.00 ;0.00 ;11570785764.77 ;0.00 ;0.00 
0000000;0396;SU1010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0396;SU1030000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0396;SU1030040000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0396;SU5010000000;99966880286.00 ;99966880286.00 ;99966880286.00 ;391862680.47 ;0.00 ;0.00 
2025001;0397;SU1010000000;1700000000.00 ;1700000000.00 ;0.00 ;161665048.00 ;0.00 ;0.00 
2025001;0397;SU1030000000;6611500000.00 ;6611500000.00 ;0.00 ;173609118.46 ;0.00 ;0.00 
2025001;0397;SU1030040000;6611500000.00 ;6611500000.00 ;0.00 ;173609118.46 ;0.00 ;0.00 
0000000;0397;SU5010000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0397;SU5010010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0397;SU5010040000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0397;SU5030000000;10000000.00 ;10000000.00 ;10000000.00 ;168425.00 ;0.00 ;0.00 
0000000;0398;PU10010000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10020000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10030000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10040000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10050000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10060000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0398;PU10230000;55000000.00 ;55000000.00 ;55000000.00 ;0.00 ;0.00 ;0.00 
0000000;0398;PU10240000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
2025001;0398;PU10250000;417800000.00 ;417800000.00 ;417800000.00 ;0.00 ;0.00 ;0.00 
2025001;0398;SU1010000000;1022700240000.00 ;1022700240000.00 ;0.00 ;79675045719.04 ;0.00 ;0.00 
2025001;0398;SU1030000000;22669520800.00 ;22669520800.00 ;0.00 ;69658829.27 ;0.00 ;0.00 
2025001;0398;SU1030040000;22669520800.00 ;22669520800.00 ;0.00 ;69658829.27 ;0.00 ;0.00 
2025001;0398;SU5010000000;7882866607.00 ;7882702969.00 ;7882702969.00 ;0.00 ;0.00 ;0.00 
2025001;0398;SU5020000000;140000000.00 ;140000000.00 ;140000000.00 ;7211850.00 ;0.00 ;0.00 
2025001;0398;SU5030000000;60000000.00 ;60000000.00 ;60000000.00 ;0.00 ;0.00 ;0.00 
2025001;0398;SU5040000000;2000000000.00 ;2000000000.00 ;2000000000.00 ;29522.00 ;0.00 ;0.00 
2025001;0398;SU5050000000;260500000.00 ;260500000.00 ;260500000.00 ;0.00 ;0.00 ;0.00 
2025001;0398;SU5060000000;9601060000.00 ;9554060000.00 ;9554060000.00 ;930833.00 ;0.00 ;0.00 
2025001;0398;SU5070000000;2235159400.00 ;2235159400.00 ;2235159400.00 ;186263286.00 ;0.00 ;0.00 
2025001;0398;SU5080000000;10206527000.00 ;10206527000.00 ;10206527000.00 ;850543916.00 ;0.00 ;0.00 
2025001;0398;SU5090000000;1299282700.00 ;1299282700.00 ;1299282700.00 ;108273558.00 ;0.00 ;0.00 
2025001;0398;SU5100000000;85000000.00 ;85000000.00 ;85000000.00 ;1500000.00 ;0.00 ;0.00 
2025001;0398;SU5110000000;154600000000.00 ;154600000000.00 ;154600000000.00 ;12775027875.00 ;0.00 ;0.00 
2025001;0398;SU5120000000;5294053205.00 ;4747777405.00 ;4747777405.00 ;52497267.29 ;0.00 ;0.00 
2025001;0398;SU5130000000;65300000000.00 ;65300000000.00 ;65300000000.00 ;4916039996.38 ;0.00 ;0.00 
2025001;0398;SU5140000000;55000000.00 ;55000000.00 ;55000000.00 ;0.00 ;0.00 ;0.00 
2025001;0398;SU5150000000;10000000000.00 ;10000000000.00 ;10000000000.00 ;0.00 ;0.00 ;0.00 
0000000;0398;SU5160000000;0.00 ;0.00 ;0.00 ;0.00 ;0.00 ;0.00 
